Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
201110,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,3121,1.416
201110,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,50052,22.704
201110,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,119017,53.986
201110,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,127355,57.768
201110,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,110931,50.318
201110,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,217155,98.502
201110,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,428326,194.289
201110,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,162494,73.707
201110,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,314883,142.831
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,41667,18.9
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1466719,665.304
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1331727,604.071
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,61360,27.833
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2369581,1074.842
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1904570,863.913
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,3742336,1697.524
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,224295,101.74
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,2274761,1031.832
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,252780,114.661
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,518308,235.105
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,15289,6.935
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,280,0.127
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,276,0.125
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,1968,0.893
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,36979,16.774
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,5362,2.432
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,865508,392.594
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,159154,72.192
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,1321758,599.549
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,341078,154.713
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,16169,7.334
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,2860,1.297
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,72432,32.855
201110,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,339269,153.892
201110,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,531832,241.239
201110,World Airways,WO,World Airways,WO,Domestic,US,Deplaned,Cargo,Freighter,2009793,911.642
201110,World Airways,WO,World Airways,WO,Domestic,US,Enplaned,Cargo,Freighter,2155823,977.881
201111,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2408588,1092.536
201111,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1934339,877.416
201111,"ASTAR USA, LLC",,DHL Express (USA),,Domestic,US,Deplaned,Cargo,Freighter,270626,122.756
201111,"ASTAR USA, LLC",,DHL Express (USA),,Domestic,US,Enplaned,Cargo,Freighter,150870,68.435
201111,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,11455,5.196
201111,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,3563,1.616
201111,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,53614,24.319
201111,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,6389,2.898
201111,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,11821,5.362
201111,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,62371,28.291
201111,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,75967,34.459
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,1010835,458.515
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,37520,17.019
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,232680,105.544
201111,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,17938,8.137
201111,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,425567,193.037
201111,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,38481,17.455
201111,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,8435,3.826
201111,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,892,0.405
201111,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,693858,314.734
201111,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,22599,10.251
201111,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,498098,225.937
201111,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,75334,34.172
201111,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,275042,124.759
201111,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,13310,6.037
201111,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,458792,208.108
201111,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,27093,12.289
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,54013,24.5
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,659,0.299
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,112855,51.191
201111,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,1917,0.87
201111,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,64668,29.333
201111,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,1720,0.78
201111,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,1087634,493.351
201111,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,185153,83.985
201111,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,565858,256.673
201111,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,20321,9.218
201111,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,1091869,495.272
201111,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,916109,415.547
201111,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,30653,13.904
201111,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,121563,55.141
201111,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,85606,38.831
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,1332410,604.381
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,239006,108.413
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,30964,14.045
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,158777,72.021
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1476261,669.632
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,100382,45.533
201111,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,27892,12.652
201111,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,502990,228.156
201111,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,14252,6.465
201111,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1299756,589.569
201111,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,115045,52.184
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,397515,180.313
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,577260,261.845
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,169846,77.042
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,371095,168.329
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,103743,47.058
201111,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,16768,7.606
201111,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1885304,855.174
201111,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,353218,160.22
201111,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,132647,60.169
201111,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,134318,60.927
201111,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,1374892,623.651
201111,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,105876,48.025
201111,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,34751,15.763
201111,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,686300,311.306
201111,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,174006,78.929
201111,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,594698,269.755
201111,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,878198,398.351
201111,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,238038,107.974
201111,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,30646,13.901
201111,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Cargo,Passenger,163161,74.01
201111,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Mail,Passenger,46477,21.082
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,130205,59.061
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,1207472,547.709
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,33,0.015
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,22016,9.986
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,290659,131.843
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,558170,253.186
201111,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,2926,1.327
201111,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,29548,13.403
201111,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Mail,Passenger,11389,5.166
201111,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,225035,102.076
201111,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Mail,Passenger,7780,3.529
201111,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,3964564,1798.326
201111,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,1305730,592.279
201111,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,55506,25.178
201111,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,353,0.16
201111,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,83856,38.037
201111,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,1401,0.635
201111,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,73474,33.328
201111,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,445874,202.248
201111,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,10704,4.855
201111,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,4793,2.174
201111,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,401940,182.32
201111,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,118092,53.567
201111,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,247089,112.08
201111,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,269289,122.149
201111,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Cargo,Passenger,4179,1.896
201111,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Cargo,Passenger,9983,4.528
201111,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,180470,81.861
201111,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,16954,7.69
201111,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,159686,72.434
201111,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,18600,8.437
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,871202,395.177
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,389524,176.688
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,99339,45.06
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,16930,7.679
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1345089,610.132
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,31190,14.148
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,19907,9.03
201111,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,358002,162.39
201111,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,227296,103.101
201111,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,1010820,458.508
201111,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,818,0.371
201111,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,813747,369.116
201111,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,68475,31.06
201111,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,796788,361.423
201111,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1288891,584.641
201111,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,29668,13.457
201111,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,291581,132.261
201111,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,2506,1.137
201111,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,40579,18.407
201111,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,34115,15.475
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,647395,293.658
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,6894,3.127
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,35582,16.14
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,275034,124.755
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,5065,2.297
201111,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,33320,15.114
201111,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,7,0.003
201111,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,14,0.006
201111,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,650,0.295
201111,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,6,0.003
201111,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,212952,96.595
201111,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,289954,131.523
201111,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,269725,122.347
201111,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,3865,1.753
201111,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,183029,83.022
201111,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,91173,41.356
201111,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,4840,2.195
201111,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,2341,1.062
201111,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,52289,23.718
201111,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,147763,67.025
201111,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,105443,47.829
201111,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,145667,66.075
201111,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,130910,59.381
201111,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,343120,155.639
201111,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,356587,161.748
201111,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,539787,244.847
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,36832,16.707
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,1414553,641.641
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1208214,548.046
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,57158,25.927
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,2597339,1178.153
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,1581566,717.398
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,3138783,1423.752
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,228708,103.742
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,1291672,585.902
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,271997,123.378
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,417683,189.461
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,13243,6.007
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,14607,6.626
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,1300,0.59
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,2265,1.027
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,43267,19.626
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,6509,2.952
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,500262,226.919
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,220947,100.222
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,625295,283.634
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,305615,138.627
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,25696,11.656
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Cargo,Passenger,1140,0.517
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,4051,1.838
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,75705,34.34
201111,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,298386,135.348
201111,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,713852,323.803
201111,World Airways,WO,World Airways,WO,Domestic,US,Deplaned,Cargo,Freighter,686499,311.396
201111,World Airways,WO,World Airways,WO,Domestic,US,Enplaned,Cargo,Freighter,863986,391.904
201112,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2697271,1223.482
201112,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,2168183,983.488
201112,"ASTAR USA, LLC",,DHL Express (USA),,Domestic,US,Deplaned,Cargo,Freighter,287209,130.278
201112,"ASTAR USA, LLC",,DHL Express (USA),,Domestic,US,Enplaned,Cargo,Freighter,113574,51.517
201112,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,12253,5.558
201112,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,2791,1.266
201112,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,79377,36.005
201112,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,6905,3.132
201112,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,17150,7.779
201112,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,75041,34.039
201112,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,92695,42.046
201112,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,999237,453.254
201112,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,49118,22.28
201112,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,244722,111.006
201112,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,5896,2.674
201112,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,420022,190.522
201112,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,44026,19.97
201112,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Combi,9327,4.231
201112,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,587021,266.273
201112,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,48514,22.006
201112,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,487448,221.106
201112,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,101882,46.214
201112,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,281133,127.522
201112,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,103,0.047
201112,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,585708,265.677
