Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,517899,234.919
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,709056,321.628
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,939313,426.072
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,21547,9.774
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,3115,1.413
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,1999,0.907
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,39918,18.107
200604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,442119,200.545
200604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Express,Passenger,2618,1.188
200604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Mail,Passenger,10137,4.598
200604,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,394885,179.12
200605,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2053506,931.47
200605,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1875944,850.928
200605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,20245,9.183
200605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,9713,4.406
200605,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,49289,22.357
200605,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,88793,40.277
200605,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,161341,73.184
200605,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,86542,39.255
200605,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,548059,248.6
200605,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,485945,220.425
200605,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,433602,196.682
200605,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,3978,1.804
200605,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,346515,157.179
200605,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,91190,41.364
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,497807,225.805
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,21909,9.938
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,227107,103.016
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,31682,14.371
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,204113,92.586
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,1524,0.691
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,196850,89.291
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,4099,1.859
200605,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,171,0.078
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,24221,10.987
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,38015,17.244
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,48539,22.017
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,92696,42.047
200605,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,3580,1.624
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,1188284,539.006
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,135920,61.653
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,176024,79.844
200605,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,543848,246.689
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,2003321,908.706
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,497395,225.618
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,2795981,1268.257
200605,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,1216966,552.016
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,977824,443.541
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,557894,253.061
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,1245842,565.114
200605,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,710811,322.424
200605,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Deplaned,Cargo,Freighter,847629,384.485
200605,Astar Air Cargo,ER,Astar Air Cargo,ER,Domestic,US,Enplaned,Cargo,Freighter,682591,309.623
200605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,839496,380.795
200605,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,5562,2.523
200605,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,1377031,624.621
200605,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Deplaned,Cargo,Freighter,652569,296.005
200605,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Enplaned,Cargo,Freighter,1067728,484.321
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,888354,402.957
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,180378,81.819
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,169804,77.023
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,589346,267.327
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,80127,36.346
200605,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,3404,1.544
200605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,1894144,859.184
200605,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,75911,34.433
200605,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,2108041,956.207
200605,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,27221,12.347
200605,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,795775,360.964
200605,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Mail,Freighter,15928,7.225
200605,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,693219,314.444
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,899018,407.795
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Express,Passenger,410843,186.358
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,63742,28.913
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,90083,40.862
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Express,Passenger,1465325,664.671
200605,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,52036,23.604
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,2674100,1212.972
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,238394,108.136
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,1574407,714.151
200605,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,140357,63.666
200605,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,9054944,4107.323
200605,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,7481889,3393.785
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,90860,41.214
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,21244,9.636
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,73481,33.331
200605,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,9601,4.355
200605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,124729,56.577
200605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,468812,212.653
200605,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,5859,2.658
200605,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,30848,13.993
200605,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Deplaned,Cargo,Passenger,3582,1.625
200605,Icelandair (Inactive),FI,Icelandair (Inactive),FI,International,Europe,Enplaned,Cargo,Passenger,18157,8.236
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Freighter,1379646,625.807
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,512915,232.658
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Freighter,187971,85.264
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,69882,31.698
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Freighter,2017571,915.17
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,750077,340.235
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Freighter,106526,48.32
200605,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,39603,17.964
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,829437,376.233
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,19661,8.918
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,673306,305.412
200605,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,126267,57.275
200605,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Deplaned,Cargo,Freighter,721935,327.47
200605,Kalitta Air,K4,Kalitta Air,K4,Domestic,US,Enplaned,Cargo,Freighter,668379,303.177
200605,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Deplaned,Cargo,Freighter,987676,448.01
200605,Kitty Hawk Air Cargo,KR,Kitty Hawk Air Cargo,KR,Domestic,US,Enplaned,Cargo,Freighter,936653,424.866
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,2267173,1028.39
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,765807,347.37
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,197,0.089
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,66,0.03
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,81013,36.747
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,27364,12.412
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,1998891,906.697
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,675187,306.265
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,2198,0.997
200605,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,743,0.337
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,737436,334.501
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,31526,14.3
200605,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,1061865,481.662
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,7992,3.625
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,24455,11.093
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,8954,4.062
200605,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,3917,1.777
200605,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,1824834,827.745
200605,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Mail,Freighter,21046,9.546
200605,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,1553398,704.621
200605,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,166696,75.613
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Freighter,45176,20.492
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Cargo,Passenger,45176,20.492
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Freighter,450,0.204
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Mail,Passenger,450,0.204
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Freighter,345203,156.584
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Cargo,Passenger,345203,156.584
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Mail,Freighter,2780,1.261
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Mail,Passenger,2780,1.261
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Cargo,Passenger,1077463,488.737
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Deplaned,Mail,Passenger,166610,75.574
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Cargo,Passenger,859353,389.803
200605,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,International,Asia,Enplaned,Mail,Passenger,138977,63.04
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,642803,291.575
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,72158,32.731
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,48129,21.831
200605,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,28571,12.96
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,155065,70.337
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,1684,0.764
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,78093,35.423
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,15434,7.001
200605,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,3395,1.54
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,895204,406.065
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,40178,18.225
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,231794,105.142
200605,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,23403,10.616
200605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,386,0.175
200605,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,199,0.09
200605,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,117436,53.269
200605,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,160159,72.648
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Cargo,Passenger,12690,5.756
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,35760,16.221
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,100,0.045
200605,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,13605,6.171
200605,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,3764,1.707
200605,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,1601,0.726
200605,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Deplaned,Cargo,Freighter,43013,19.511
200605,Tradewinds Airlines,WI,Tradewinds Airlines,WI,Domestic,US,Enplaned,Cargo,Freighter,506196,229.611
200605,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,150927,68.46
200605,US Airways,US,US Airways,US,Domestic,US,Deplaned,Express,Passenger,5670,2.572
200605,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,209541,95.048
200605,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,366229,166.121
200605,US Airways,US,US Airways,US,Domestic,US,Enplaned,Express,Passenger,6411,2.908
200605,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,206660,93.741
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,188500,85.504
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,215584,97.789
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,269043,122.038
200605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,470976,213.635
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,126478,57.37
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,2223022,1008.363
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,1414790,641.749
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,187823,85.197
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,3387896,1536.75
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,3247126,1472.896
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,5461930,2477.531
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,603408,273.706
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,306,0.139
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,2077771,942.477
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,692568,314.149
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,2721,1.234
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,719478,326.355
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,9163,4.156
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,214088,97.11
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,132957,60.309
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,760,0.345
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,8879,4.028
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,22675,10.285
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,36300,16.466
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,1241198,563.007
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,566320,256.883
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,205,0.093
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,807658,366.354
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,944703,428.517
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Cargo,Passenger,24729,11.217
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,2594,1.177
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Cargo,Passenger,3475,1.576
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,38015,17.244
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,2648,1.201
200605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,395904,179.582
200605,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,533599,242.041
200606,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,2082384,944.569
200606,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,1963977,890.86
200606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,21011,9.531
200606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,8065,3.658
200606,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,44176,20.038
200606,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,115147,52.231
200606,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,34018,15.431
200606,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,92075,41.765
200606,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,654828,297.03
200606,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,486513,220.682
200606,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,460383,208.83
200606,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,20601,9.345
200606,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,350238,158.868
200606,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,98362,44.617
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,565356,256.445
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,25190,11.426
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,501519,227.489
200606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,31136,14.123
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,281805,127.827
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,2352,1.067
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,188083,85.314
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,5039,2.286
200606,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Mail,Passenger,200,0.091
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,24074,10.92
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,36167,16.405
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,68514,31.078
200606,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,9171,4.16
200606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,1141670,517.862
200606,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,176312,79.975
